Place Name,Latitude,Longitude,Cost,Categories,Sub Places
Place_481,9.566029,79.718711,4702,"Beach, Nature","Adam's Peak, Haggala Garden, Ambewela Farm"
Place_482,6.438749,81.804417,13746,"Beach, Cultural, Religious","Sigiriya Museum, Horton Plains, Adam's Peak, Haggala Garden"
Place_483,7.449375,80.131998,17624,"Nature, Adventure","Pidurangala Rock, Mirissa Beach, Dambulla Cave Temple, Galle Fort"
Place_484,9.500415,79.833633,16924,"Adventure, Wildlife","Udawalawe National Park, Yala National Park, Dambulla Cave Temple"
Place_485,8.274592,81.392651,8292,"Beach, Religious, Cultural",Jaya Sri Maha Bodhi
Place_486,6.276536,79.776365,7455,"Religious, Wildlife","Galle Fort, Jungle Beach, Mirissa Beach"
Place_487,7.666413,80.561351,16376,"Adventure, Religious, Cultural","Temple of the Tooth, Haggala Garden, Galle Fort, Jungle Beach, Nine Arches Bridge"
Place_488,5.916834,80.398002,6450,Cultural,Mirissa Beach
Place_489,7.066851,80.368254,7105,Nature,Udawalawe National Park
Place_490,8.019324,79.703117,6886,Religious,"Galle Fort, Ruwanwelisaya Stupa"
Place_491,8.81267,80.231552,7999,"Beach, Nature, Adventure",Galle Fort
Place_492,8.487159,81.504899,18994,"Adventure, Religious","Dambulla Cave Temple, Adam's Peak, Udawalawe National Park, Yala National Park, Horton Plains"
Place_493,9.707072,80.354142,4518,"Adventure, Wildlife",Horton Plains
Place_494,7.357352,81.255018,7314,"Nature, Cultural",Udawalawe National Park
Place_495,6.54337,80.332742,7400,Nature,"Nine Arches Bridge, Arugam Bay, Little Adam's Peak"
Place_496,6.783945,80.585434,15207,"Religious, Beach","Haggala Garden, Pidurangala Rock, Jaya Sri Maha Bodhi, Nine Arches Bridge, Yala National Park"
Place_497,6.24261,79.75234,7481,Nature,"Sigiriya Museum, Gregory Lake"
Place_498,8.254057,81.320245,18308,"Nature, Beach, Adventure","Polonnaruwa Ruins, Galle Fort, Pidurangala Rock, Yala National Park"
Place_499,6.811513,80.244801,16109,"Religious, Nature, Wildlife","Temple of the Tooth, Jungle Beach, Sigiriya Museum"
Place_500,6.486956,81.431227,5448,Cultural,Jaya Sri Maha Bodhi
Place_501,8.405177,80.643564,16555,"Religious, Wildlife, Nature","Jungle Beach, Ruwanwelisaya Stupa"
Place_502,8.34317,81.261479,7723,"Nature, Adventure, Cultural",Dambulla Cave Temple
Place_503,8.20721,79.959012,9853,"Religious, Adventure, Beach",Arugam Bay
Place_504,7.722626,81.757028,7020,"Nature, Wildlife",Galle Fort
Place_505,7.874108,81.320172,12063,"Nature, Cultural","Ruwanwelisaya Stupa, Ambewela Farm, Polonnaruwa Ruins, Yala National Park, Galle Fort"
Place_506,8.977137,80.052465,3088,"Wildlife, Cultural, Adventure","Ambewela Farm, Horton Plains"
Place_507,8.689386,80.662421,4042,"Nature, Beach, Adventure","Jaya Sri Maha Bodhi, Little Adam's Peak"
Place_508,9.185475,81.543291,2257,"Beach, Cultural, Religious","Mirissa Beach, Temple of the Tooth"
Place_509,6.537857,79.838668,16483,Beach,"Adam's Peak, Jaya Sri Maha Bodhi, Gregory Lake, Nine Arches Bridge, Horton Plains"
Place_510,7.536144,80.624624,2526,Adventure,Jungle Beach
Place_511,6.697699,81.408208,2856,"Cultural, Beach","Adam's Peak, Ambewela Farm"
Place_512,6.412982,80.846898,7601,Cultural,"Mirissa Beach, Yala National Park"
Place_513,9.108711,81.621988,19719,"Wildlife, Nature","Yala National Park, Horton Plains, Ruwanwelisaya Stupa, Adam's Peak, Polonnaruwa Ruins"
Place_514,8.617672,80.612476,14736,"Adventure, Beach","Nine Arches Bridge, Galle Fort, Udawalawe National Park, Temple of the Tooth"
Place_515,8.853445,81.595257,17427,Beach,"Haggala Garden, Ambewela Farm, Udawalawe National Park, Arugam Bay"
Place_516,7.777262,81.232294,3308,Adventure,"Ruwanwelisaya Stupa, Adam's Peak"
Place_517,9.115146,80.995358,16879,Cultural,"Ambewela Farm, Ruwanwelisaya Stupa, Horton Plains, Mirissa Beach, Nine Arches Bridge"
Place_518,8.11711,80.188681,8443,"Religious, Beach, Adventure",Adam's Peak
Place_519,7.376902,81.748794,2949,"Cultural, Wildlife",Little Adam's Peak
Place_520,9.721019,79.97879,12389,"Religious, Wildlife, Nature","Yala National Park, Pidurangala Rock, Jungle Beach"
Place_521,6.753459,81.755908,15266,"Cultural, Wildlife, Religious","Jaya Sri Maha Bodhi, Udawalawe National Park, Little Adam's Peak, Mirissa Beach"
Place_522,8.932937,79.8787,7794,Nature,Adam's Peak
Place_523,8.011071,80.913505,18103,Religious,"Polonnaruwa Ruins, Udawalawe National Park, Ruwanwelisaya Stupa, Jungle Beach, Arugam Bay"
Place_524,9.426021,81.570698,13988,"Wildlife, Adventure","Galle Fort, Yala National Park, Gregory Lake, Horton Plains, Jungle Beach"
Place_525,6.998287,80.276892,8065,"Nature, Adventure, Cultural","Ambewela Farm, Little Adam's Peak"
Place_526,7.479937,80.37197,14421,"Religious, Cultural","Little Adam's Peak, Yala National Park, Arugam Bay"
Place_527,7.724498,80.250552,18462,"Wildlife, Religious, Cultural","Pidurangala Rock, Little Adam's Peak, Jungle Beach"
Place_528,6.954645,80.159669,13140,"Beach, Wildlife, Adventure","Yala National Park, Mirissa Beach, Jaya Sri Maha Bodhi, Ambewela Farm, Haggala Garden"
Place_529,6.069556,80.533814,5838,"Nature, Beach, Adventure",Mirissa Beach
Place_530,9.319385,81.852641,15349,"Religious, Nature, Adventure","Yala National Park, Adam's Peak, Galle Fort, Sigiriya Museum, Horton Plains"
Place_531,8.264365,80.870656,9426,Wildlife,"Sigiriya Museum, Gregory Lake"
Place_532,8.31533,80.531333,8785,Religious,"Arugam Bay, Mirissa Beach, Udawalawe National Park"
Place_533,9.059402,79.761956,17885,"Adventure, Beach","Sigiriya Museum, Gregory Lake, Jungle Beach, Polonnaruwa Ruins"
Place_534,7.755791,81.853774,19128,Adventure,"Sigiriya Museum, Mirissa Beach, Ambewela Farm, Ruwanwelisaya Stupa"
Place_535,6.447482,79.878439,18174,"Beach, Wildlife, Cultural","Arugam Bay, Little Adam's Peak, Temple of the Tooth, Polonnaruwa Ruins, Pidurangala Rock"
Place_536,6.573814,80.575426,15722,"Religious, Beach, Adventure","Jaya Sri Maha Bodhi, Little Adam's Peak, Gregory Lake"
Place_537,8.690502,79.978488,18907,"Beach, Cultural, Religious","Ambewela Farm, Haggala Garden, Little Adam's Peak"
Place_538,9.551152,79.891982,4365,"Wildlife, Nature",Adam's Peak
Place_539,8.857161,80.801985,7952,Adventure,Pidurangala Rock
Place_540,6.690288,80.759577,15228,"Wildlife, Religious, Nature","Sigiriya Museum, Nine Arches Bridge, Little Adam's Peak, Pidurangala Rock, Ambewela Farm"
Place_541,6.706177,81.70631,17155,Adventure,"Arugam Bay, Galle Fort, Haggala Garden"
Place_542,6.40238,79.886975,18883,"Nature, Beach","Polonnaruwa Ruins, Adam's Peak, Horton Plains"
Place_543,7.036474,80.939132,8525,Religious,Udawalawe National Park
Place_544,9.621412,80.647075,8908,Adventure,"Little Adam's Peak, Temple of the Tooth"
Place_545,8.92345,81.223074,18294,"Religious, Cultural","Sigiriya Museum, Mirissa Beach, Pidurangala Rock, Temple of the Tooth"
Place_546,7.589807,80.447082,17227,Religious,"Little Adam's Peak, Adam's Peak, Temple of the Tooth"
Place_547,6.630195,81.253769,9955,Adventure,Haggala Garden
Place_548,7.469052,81.15373,16838,Nature,"Sigiriya Museum, Little Adam's Peak, Adam's Peak, Horton Plains"
Place_549,7.860594,80.207802,16745,"Cultural, Religious","Horton Plains, Galle Fort, Ruwanwelisaya Stupa, Adam's Peak"
Place_550,8.946384,80.264915,12575,"Nature, Wildlife, Adventure","Temple of the Tooth, Pidurangala Rock, Arugam Bay, Polonnaruwa Ruins, Yala National Park"
Place_551,9.407072,80.470691,13152,"Wildlife, Religious","Temple of the Tooth, Gregory Lake"
Place_552,8.580695,79.791339,15761,"Nature, Cultural","Temple of the Tooth, Adam's Peak"
Place_553,7.868928,81.284368,14729,Wildlife,"Polonnaruwa Ruins, Pidurangala Rock, Yala National Park"
Place_554,9.706658,81.269522,19754,"Cultural, Nature","Horton Plains, Sigiriya Museum, Little Adam's Peak"
Place_555,8.856765,80.973832,17014,"Wildlife, Nature","Jungle Beach, Nine Arches Bridge"
Place_556,8.24355,81.248007,6306,"Adventure, Wildlife, Religious",Horton Plains
Place_557,7.495559,80.032424,15600,"Cultural, Nature","Haggala Garden, Arugam Bay, Jaya Sri Maha Bodhi"
Place_558,6.512128,80.532024,5270,Adventure,"Adam's Peak, Pidurangala Rock"
Place_559,8.885748,79.874922,14829,Adventure,"Temple of the Tooth, Gregory Lake, Galle Fort"
Place_560,8.033313,80.499859,4028,"Cultural, Wildlife",Pidurangala Rock
Place_561,7.708047,80.486558,12729,"Nature, Beach","Nine Arches Bridge, Ruwanwelisaya Stupa, Arugam Bay"
Place_562,8.041309,80.379998,17605,"Religious, Adventure, Cultural","Little Adam's Peak, Gregory Lake"
Place_563,8.093043,81.555988,18390,"Cultural, Religious, Wildlife","Horton Plains, Polonnaruwa Ruins"
Place_564,8.16369,81.240644,4929,"Nature, Wildlife, Adventure",Jaya Sri Maha Bodhi
Place_565,5.990949,80.068399,13855,Beach,"Mirissa Beach, Dambulla Cave Temple, Pidurangala Rock"
Place_566,8.693448,80.645698,17945,"Nature, Beach, Religious","Dambulla Cave Temple, Haggala Garden"
Place_567,9.330521,80.7241,3974,"Nature, Religious",Galle Fort
Place_568,7.104961,80.461026,8398,"Nature, Religious",Haggala Garden
Place_569,7.14652,81.640783,12851,Religious,"Udawalawe National Park, Yala National Park, Haggala Garden, Little Adam's Peak"
Place_570,8.459027,80.123325,12729,"Nature, Adventure, Cultural","Yala National Park, Gregory Lake, Pidurangala Rock, Haggala Garden"
Place_571,8.788144,81.00564,19392,"Beach, Nature","Pidurangala Rock, Dambulla Cave Temple, Polonnaruwa Ruins"
Place_572,7.95831,81.023801,15217,"Cultural, Adventure","Adam's Peak, Udawalawe National Park, Ruwanwelisaya Stupa, Little Adam's Peak, Jungle Beach"
Place_573,6.831794,81.346673,19815,"Nature, Wildlife","Gregory Lake, Nine Arches Bridge, Sigiriya Museum, Jaya Sri Maha Bodhi, Mirissa Beach"
Place_574,7.891746,81.637287,14141,Nature,"Adam's Peak, Sigiriya Museum, Haggala Garden, Horton Plains"
Place_575,9.459995,81.418751,17445,"Wildlife, Religious, Beach","Little Adam's Peak, Galle Fort, Nine Arches Bridge, Udawalawe National Park, Pidurangala Rock"
Place_576,8.992446,80.816112,15547,"Cultural, Beach","Sigiriya Museum, Yala National Park, Mirissa Beach"
Place_577,9.729929,80.694151,12957,"Beach, Religious, Nature","Udawalawe National Park, Ambewela Farm, Sigiriya Museum, Adam's Peak"
Place_578,8.464467,80.263978,3968,Adventure,Nine Arches Bridge
Place_579,8.184575,81.653917,5714,"Cultural, Nature, Religious","Polonnaruwa Ruins, Pidurangala Rock"
Place_580,7.4708,81.832676,2207,Adventure,Haggala Garden
Place_581,8.564364,80.109852,14756,Religious,"Pidurangala Rock, Ruwanwelisaya Stupa"
Place_582,8.299192,81.662307,18305,Religious,"Galle Fort, Dambulla Cave Temple, Polonnaruwa Ruins, Gregory Lake, Sigiriya Museum"
Place_583,7.173984,80.365446,9198,Adventure,"Jungle Beach, Arugam Bay, Mirissa Beach"
Place_584,8.016016,80.675308,3834,"Beach, Religious, Adventure",Gregory Lake
Place_585,6.372352,80.720686,17617,"Adventure, Cultural, Beach","Arugam Bay, Galle Fort, Ambewela Farm, Polonnaruwa Ruins, Temple of the Tooth"
Place_586,8.904433,81.88602,2124,"Wildlife, Adventure",Sigiriya Museum
Place_587,8.601895,80.141903,18663,"Religious, Cultural","Gregory Lake, Arugam Bay, Mirissa Beach, Horton Plains"
Place_588,7.732774,79.963034,2511,"Cultural, Beach, Nature",Ruwanwelisaya Stupa
Place_589,9.536325,81.743476,18901,"Nature, Religious","Jaya Sri Maha Bodhi, Polonnaruwa Ruins, Udawalawe National Park, Ambewela Farm"
Place_590,8.2281,81.351316,18546,"Religious, Wildlife","Ambewela Farm, Adam's Peak"
Place_591,9.105677,80.391894,12777,"Cultural, Beach, Wildlife","Haggala Garden, Yala National Park, Nine Arches Bridge"
Place_592,6.31422,80.838836,18278,"Wildlife, Beach, Adventure","Polonnaruwa Ruins, Little Adam's Peak, Horton Plains, Udawalawe National Park"
Place_593,6.039727,80.77501,15620,"Wildlife, Cultural, Adventure","Little Adam's Peak, Jungle Beach, Gregory Lake"
Place_594,5.933289,81.858926,4553,Adventure,Jungle Beach
Place_595,8.225096,81.059595,16102,"Wildlife, Beach","Ambewela Farm, Jaya Sri Maha Bodhi, Jungle Beach, Ruwanwelisaya Stupa, Polonnaruwa Ruins"
Place_596,6.058832,79.915673,16076,"Wildlife, Religious","Jaya Sri Maha Bodhi, Horton Plains, Gregory Lake, Mirissa Beach"
Place_597,9.454554,81.841756,4383,Nature,"Ambewela Farm, Yala National Park"
Place_598,7.624736,80.885645,12399,"Nature, Adventure, Wildlife","Horton Plains, Mirissa Beach, Galle Fort, Jaya Sri Maha Bodhi, Ambewela Farm"
Place_599,6.317125,81.655055,9387,"Cultural, Wildlife, Religious","Horton Plains, Yala National Park"
Place_600,6.229967,79.992637,13155,"Beach, Adventure, Religious","Jungle Beach, Haggala Garden, Pidurangala Rock, Dambulla Cave Temple"
Place_601,7.718093,81.123202,16221,Cultural,"Horton Plains, Ruwanwelisaya Stupa, Dambulla Cave Temple"
Place_602,7.756486,81.137625,17500,"Religious, Adventure","Udawalawe National Park, Jungle Beach, Nine Arches Bridge, Dambulla Cave Temple"
Place_603,7.134127,80.629992,6526,"Adventure, Beach",Haggala Garden
Place_604,7.841933,81.463042,8436,"Beach, Religious, Wildlife",Dambulla Cave Temple
Place_605,7.422361,81.649917,19199,"Religious, Nature, Cultural","Nine Arches Bridge, Haggala Garden, Galle Fort, Polonnaruwa Ruins, Gregory Lake"
Place_606,7.443428,81.865209,8915,"Wildlife, Cultural","Pidurangala Rock, Horton Plains"
Place_607,6.194877,80.73796,6825,"Cultural, Adventure",Udawalawe National Park
Place_608,7.699238,80.222456,15867,Beach,"Dambulla Cave Temple, Arugam Bay, Sigiriya Museum, Horton Plains, Ambewela Farm"
Place_609,7.442446,80.225546,5540,Beach,"Horton Plains, Polonnaruwa Ruins, Galle Fort"
Place_610,9.765855,79.906929,18703,Wildlife,"Gregory Lake, Nine Arches Bridge, Dambulla Cave Temple, Galle Fort, Ambewela Farm"
Place_611,7.79055,80.588501,13869,"Adventure, Cultural, Wildlife","Haggala Garden, Ruwanwelisaya Stupa, Adam's Peak, Jungle Beach"
Place_612,8.910214,80.139102,19490,"Beach, Wildlife","Gregory Lake, Haggala Garden, Jaya Sri Maha Bodhi, Jungle Beach, Adam's Peak"
Place_613,7.810956,80.576343,17563,"Religious, Wildlife, Nature","Haggala Garden, Ambewela Farm, Polonnaruwa Ruins, Temple of the Tooth"
Place_614,8.795458,80.527434,5702,Nature,Nine Arches Bridge
Place_615,9.180688,81.322838,2714,"Religious, Cultural, Adventure","Ruwanwelisaya Stupa, Haggala Garden, Arugam Bay"
Place_616,9.735776,81.159727,18174,"Beach, Wildlife, Nature","Udawalawe National Park, Gregory Lake, Nine Arches Bridge, Adam's Peak, Dambulla Cave Temple"
Place_617,7.373678,81.150055,19055,"Wildlife, Nature, Beach","Jaya Sri Maha Bodhi, Polonnaruwa Ruins, Adam's Peak, Udawalawe National Park"
Place_618,8.325419,81.223225,15807,"Adventure, Nature","Jaya Sri Maha Bodhi, Little Adam's Peak, Yala National Park, Jungle Beach"
Place_619,7.208148,80.798318,18647,"Religious, Beach","Galle Fort, Dambulla Cave Temple, Mirissa Beach, Gregory Lake, Little Adam's Peak"
Place_620,9.493289,81.440825,6727,Wildlife,"Jaya Sri Maha Bodhi, Ambewela Farm, Galle Fort"
Place_621,6.632471,80.602468,2600,Cultural,"Galle Fort, Polonnaruwa Ruins"
Place_622,8.597851,80.767872,18316,Beach,"Nine Arches Bridge, Polonnaruwa Ruins, Sigiriya Museum, Yala National Park"
Place_623,9.208475,80.726892,17953,"Wildlife, Religious, Cultural","Yala National Park, Gregory Lake, Mirissa Beach, Adam's Peak, Horton Plains"
Place_624,6.100596,80.877574,9162,"Wildlife, Cultural","Mirissa Beach, Yala National Park"
Place_625,8.397677,80.573305,7390,"Wildlife, Beach",Jungle Beach
Place_626,8.448958,80.766529,18707,"Cultural, Beach","Mirissa Beach, Pidurangala Rock, Dambulla Cave Temple, Udawalawe National Park"
Place_627,8.843675,80.893451,8440,"Beach, Cultural, Wildlife","Yala National Park, Pidurangala Rock"
Place_628,8.624505,80.042513,15272,"Wildlife, Beach, Adventure","Galle Fort, Dambulla Cave Temple, Pidurangala Rock, Temple of the Tooth, Adam's Peak"
Place_629,6.791776,80.395871,8940,Wildlife,"Jungle Beach, Mirissa Beach, Horton Plains"
Place_630,7.073216,81.172885,8364,"Wildlife, Nature, Beach","Jaya Sri Maha Bodhi, Gregory Lake, Jungle Beach"
Place_631,6.585455,79.93605,8393,"Beach, Religious","Mirissa Beach, Ambewela Farm, Nine Arches Bridge"
Place_632,8.433637,81.279601,5210,Religious,"Jungle Beach, Polonnaruwa Ruins, Little Adam's Peak"
Place_633,8.760622,80.902985,7063,"Religious, Nature","Jungle Beach, Adam's Peak, Temple of the Tooth"
Place_634,7.917967,80.290385,6162,Adventure,Polonnaruwa Ruins
Place_635,6.51801,81.048829,15832,"Adventure, Wildlife","Jungle Beach, Haggala Garden, Galle Fort, Pidurangala Rock, Sigiriya Museum"
Place_636,5.903671,80.20976,9950,"Cultural, Religious","Pidurangala Rock, Polonnaruwa Ruins"
Place_637,7.036925,81.231977,5010,Religious,Gregory Lake
Place_638,6.755918,80.106443,13338,Cultural,"Ruwanwelisaya Stupa, Adam's Peak, Pidurangala Rock"
Place_639,8.220415,81.277846,7000,"Beach, Wildlife, Cultural","Jungle Beach, Mirissa Beach"
Place_640,7.252059,81.125858,12635,Nature,"Gregory Lake, Temple of the Tooth, Udawalawe National Park, Yala National Park"
Place_641,9.159064,80.379388,13892,"Adventure, Cultural, Religious","Ruwanwelisaya Stupa, Polonnaruwa Ruins, Dambulla Cave Temple, Adam's Peak"
Place_642,9.00279,80.976335,14311,"Religious, Nature","Dambulla Cave Temple, Udawalawe National Park"
Place_643,7.336392,81.554161,7038,"Beach, Religious",Mirissa Beach
Place_644,8.053213,80.002646,16489,"Nature, Wildlife, Beach","Temple of the Tooth, Haggala Garden, Galle Fort, Ambewela Farm"
Place_645,7.450989,80.193049,14704,"Wildlife, Nature","Dambulla Cave Temple, Ruwanwelisaya Stupa, Mirissa Beach, Little Adam's Peak, Gregory Lake"
Place_646,8.686427,81.015372,2146,Nature,Nine Arches Bridge
Place_647,9.687764,79.833691,17214,"Religious, Adventure","Udawalawe National Park, Adam's Peak, Nine Arches Bridge, Pidurangala Rock"
Place_648,7.510999,80.329634,19582,"Wildlife, Religious","Adam's Peak, Temple of the Tooth, Haggala Garden"
Place_649,9.774405,81.64607,19621,Adventure,"Sigiriya Museum, Arugam Bay, Temple of the Tooth, Jungle Beach"
Place_650,8.484105,81.774498,17625,Beach,"Mirissa Beach, Gregory Lake, Polonnaruwa Ruins, Galle Fort, Jaya Sri Maha Bodhi"
Place_651,6.145312,81.538132,18474,"Wildlife, Cultural, Adventure","Temple of the Tooth, Polonnaruwa Ruins, Ambewela Farm"
Place_652,9.574499,80.523675,5779,"Cultural, Religious",Nine Arches Bridge
Place_653,6.634264,80.372619,18152,"Wildlife, Adventure","Arugam Bay, Ambewela Farm, Pidurangala Rock"
Place_654,6.077646,80.352116,16337,"Wildlife, Beach, Religious","Jungle Beach, Polonnaruwa Ruins, Jaya Sri Maha Bodhi, Galle Fort, Pidurangala Rock"
Place_655,7.574352,79.873599,5800,"Adventure, Wildlife, Nature","Arugam Bay, Polonnaruwa Ruins"
Place_656,7.122371,80.441608,13487,"Adventure, Religious, Wildlife","Udawalawe National Park, Jaya Sri Maha Bodhi, Arugam Bay, Galle Fort"
Place_657,8.17017,81.461148,18936,"Religious, Cultural","Jaya Sri Maha Bodhi, Sigiriya Museum, Temple of the Tooth, Udawalawe National Park, Jungle Beach"
Place_658,6.144374,80.238073,6291,"Religious, Beach",Adam's Peak
Place_659,6.60956,81.082268,5891,"Nature, Beach","Horton Plains, Nine Arches Bridge"
Place_660,7.149952,79.859445,16547,"Nature, Religious, Wildlife","Adam's Peak, Temple of the Tooth, Dambulla Cave Temple, Polonnaruwa Ruins"
Place_661,6.54923,80.212805,6810,"Adventure, Wildlife, Cultural","Yala National Park, Mirissa Beach"
Place_662,9.201446,81.656947,6420,"Wildlife, Cultural, Religious",Udawalawe National Park
Place_663,6.044694,80.131936,15550,"Adventure, Wildlife, Beach","Temple of the Tooth, Jaya Sri Maha Bodhi, Dambulla Cave Temple, Nine Arches Bridge, Sigiriya Museum"
Place_664,8.948887,81.240713,18427,Nature,"Jungle Beach, Galle Fort, Sigiriya Museum, Adam's Peak"
Place_665,5.902463,79.724093,15099,"Religious, Cultural, Nature","Horton Plains, Arugam Bay, Sigiriya Museum, Yala National Park, Pidurangala Rock"
Place_666,7.054675,80.910426,16034,"Nature, Cultural, Adventure","Gregory Lake, Dambulla Cave Temple, Jaya Sri Maha Bodhi, Little Adam's Peak, Ambewela Farm"
Place_667,6.048392,81.001353,17454,"Nature, Adventure","Ambewela Farm, Jungle Beach, Horton Plains, Galle Fort"
Place_668,7.821188,79.905783,7617,"Beach, Cultural",Udawalawe National Park
Place_669,8.735272,80.636886,17067,Adventure,"Udawalawe National Park, Sigiriya Museum, Haggala Garden"
Place_670,7.737944,79.831301,18145,"Beach, Cultural, Religious","Polonnaruwa Ruins, Jaya Sri Maha Bodhi, Horton Plains"
Place_671,8.933709,80.930918,12212,"Religious, Cultural, Beach","Temple of the Tooth, Ambewela Farm, Little Adam's Peak, Yala National Park, Horton Plains"
Place_672,8.611673,80.413885,15881,"Adventure, Cultural","Sigiriya Museum, Nine Arches Bridge, Temple of the Tooth, Mirissa Beach, Ruwanwelisaya Stupa"
Place_673,8.184961,79.795919,14702,Nature,"Pidurangala Rock, Dambulla Cave Temple, Sigiriya Museum, Temple of the Tooth, Udawalawe National Park"
Place_674,8.964594,80.22432,7547,"Adventure, Beach",Arugam Bay
Place_675,6.362504,80.57765,19566,Nature,"Yala National Park, Temple of the Tooth, Gregory Lake, Polonnaruwa Ruins, Galle Fort"
Place_676,8.321689,80.924396,2608,"Beach, Adventure","Mirissa Beach, Yala National Park, Galle Fort"
Place_677,9.120365,81.714862,15372,"Religious, Wildlife, Beach","Sigiriya Museum, Dambulla Cave Temple, Temple of the Tooth, Udawalawe National Park, Yala National Park"
Place_678,6.925556,81.043954,4454,Nature,Gregory Lake
Place_679,6.681864,81.561772,12173,"Beach, Cultural","Jungle Beach, Udawalawe National Park, Adam's Peak"
Place_680,6.273349,80.993631,12430,"Cultural, Wildlife",Ruwanwelisaya Stupa
Place_681,8.637366,81.443766,6521,"Cultural, Beach","Ambewela Farm, Mirissa Beach"
Place_682,8.333134,79.714256,19804,"Religious, Adventure","Polonnaruwa Ruins, Adam's Peak, Temple of the Tooth, Jaya Sri Maha Bodhi"
Place_683,7.982214,81.114048,19424,Cultural,"Nine Arches Bridge, Jaya Sri Maha Bodhi"
Place_684,8.929578,80.335457,14746,"Nature, Beach, Wildlife","Pidurangala Rock, Mirissa Beach, Ruwanwelisaya Stupa, Udawalawe National Park"
Place_685,8.332254,80.921879,15830,"Adventure, Religious, Beach","Little Adam's Peak, Udawalawe National Park"
Place_686,9.494299,80.899382,13501,"Religious, Adventure",Pidurangala Rock
Place_687,8.927662,80.609963,15100,"Cultural, Wildlife","Nine Arches Bridge, Horton Plains"
Place_688,9.482239,80.600586,12540,"Beach, Cultural, Religious","Sigiriya Museum, Gregory Lake, Ruwanwelisaya Stupa"
Place_689,7.959909,81.18897,17203,Religious,"Udawalawe National Park, Nine Arches Bridge, Arugam Bay, Horton Plains, Ambewela Farm"
Place_690,6.591891,80.114535,17208,"Nature, Beach, Cultural",Mirissa Beach
Place_691,8.587291,79.899019,14581,Cultural,"Udawalawe National Park, Horton Plains, Galle Fort, Pidurangala Rock"
Place_692,8.483412,80.9312,13483,"Religious, Cultural, Beach","Horton Plains, Mirissa Beach, Arugam Bay, Galle Fort, Haggala Garden"
Place_693,7.294654,80.007846,19811,Beach,"Galle Fort, Nine Arches Bridge, Mirissa Beach, Little Adam's Peak"
Place_694,8.939886,81.662567,16785,Beach,"Little Adam's Peak, Mirissa Beach, Jungle Beach, Sigiriya Museum"
Place_695,7.652088,80.681213,14228,"Cultural, Beach, Adventure","Galle Fort, Dambulla Cave Temple, Udawalawe National Park, Little Adam's Peak"
Place_696,6.996564,80.79962,17360,Nature,"Ruwanwelisaya Stupa, Galle Fort, Haggala Garden, Mirissa Beach"
Place_697,7.198371,81.081647,13001,"Beach, Cultural, Wildlife","Jaya Sri Maha Bodhi, Dambulla Cave Temple, Gregory Lake, Adam's Peak"
Place_698,8.96232,79.884575,19103,"Beach, Nature, Wildlife","Udawalawe National Park, Galle Fort, Horton Plains"
Place_699,7.08661,81.182655,16919,"Beach, Cultural","Polonnaruwa Ruins, Arugam Bay"
Place_700,8.972443,81.23771,13889,"Beach, Cultural, Adventure","Yala National Park, Udawalawe National Park, Adam's Peak, Arugam Bay"
Place_701,9.320553,80.793521,16903,Cultural,"Nine Arches Bridge, Jungle Beach, Adam's Peak, Temple of the Tooth, Jaya Sri Maha Bodhi"
Place_702,6.037497,80.275532,16000,"Wildlife, Religious, Cultural","Temple of the Tooth, Dambulla Cave Temple, Horton Plains, Yala National Park, Mirissa Beach"
Place_703,6.544172,80.352876,16036,"Beach, Wildlife, Religious","Ruwanwelisaya Stupa, Temple of the Tooth"
Place_704,7.324401,81.887096,12578,"Beach, Nature, Cultural","Galle Fort, Adam's Peak, Yala National Park, Nine Arches Bridge, Ambewela Farm"
Place_705,7.991788,81.254663,13353,Beach,"Adam's Peak, Mirissa Beach, Pidurangala Rock"
Place_706,8.205912,80.836374,14185,"Wildlife, Nature, Cultural",Adam's Peak
Place_707,8.029686,81.5316,6819,Religious,Horton Plains
Place_708,7.559655,80.706184,14146,Religious,"Little Adam's Peak, Nine Arches Bridge, Temple of the Tooth, Gregory Lake"
Place_709,7.383247,80.529027,8843,Beach,"Dambulla Cave Temple, Jungle Beach"
Place_710,6.056771,80.400795,5635,"Religious, Nature","Jungle Beach, Adam's Peak"
Place_711,6.144313,80.000389,14724,Adventure,"Mirissa Beach, Gregory Lake, Jungle Beach, Sigiriya Museum, Haggala Garden"
Place_712,8.570769,81.675639,19925,"Religious, Wildlife","Sigiriya Museum, Yala National Park"
Place_713,9.342604,80.671015,8756,"Cultural, Wildlife, Adventure",Ambewela Farm
Place_714,8.454862,81.53431,7798,"Wildlife, Religious, Adventure",Polonnaruwa Ruins
Place_715,6.210082,80.950168,16331,"Adventure, Nature","Little Adam's Peak, Udawalawe National Park, Temple of the Tooth, Yala National Park, Gregory Lake"
Place_716,6.972229,80.007537,5125,"Adventure, Religious, Wildlife","Arugam Bay, Galle Fort, Horton Plains"
Place_717,8.044646,81.324111,3295,Wildlife,"Ambewela Farm, Yala National Park"
Place_718,6.091041,80.633518,6885,"Wildlife, Nature, Adventure","Arugam Bay, Pidurangala Rock"
Place_719,7.993463,81.251863,13914,"Adventure, Cultural","Horton Plains, Yala National Park, Temple of the Tooth, Jaya Sri Maha Bodhi"
Place_720,8.646651,80.081174,13566,"Religious, Nature, Cultural","Arugam Bay, Haggala Garden, Little Adam's Peak, Sigiriya Museum"
